casename,judge_name,girls,any_girls,progressive_vote,republican,age,catholic,woman,african,hispanic,child,femplaintiff,area,religion,race,circuit,year
Jackson v. Chubb Corp.,"Scirica, Anthony J.",0,0,0,1,47,1,0,0,0,0,1,employment,4,1,3,2002
Casseus v. Kessler Inst. of Rehab.,"Sloviter, Dolores K.",1,1,0,0,47,0,1,0,0,1,0,employment,5,1,3,2002
Geddis v. Univ. of Del.,"Sloviter, Dolores K.",1,1,0,0,47,0,1,0,0,1,0,employment,5,1,3,2002
Easter v. Grassi,"Barry, Maryanne",0,0,0,0,NA,0,1,0,0,1,1,employment,5,1,3,2002
Spain v. Mecklenburg County Sch. Bd.,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,0,employment,2,1,4,2002
Braswell v. Montgomery County Dep't of Corr. & Rehab.,"Michael, M. Blane",1,1,0,0,NA,0,0,0,0,1,0,employment,8,1,4,2002
Young v. Barnhart,"Michael, M. Blane",1,1,0,0,NA,0,0,0,0,1,0,employment,8,1,4,2002
Flateau v. S.C. Comm'n for the Blind,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,2002
Burtnick v. Mayor of Baltimore City,"Motz, Diana Gribbon",1,1,1,0,NA,1,1,0,0,2,0,employment,4,1,4,2002
Nye v. Roberts,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,1,employment,3,1,4,2002
Cecala v. NationsBank Corp.,"Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,1,employment,7,1,4,2002
Silvey v. Chao,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,2002
"Purdham v. Strategic Techs., Inc.","Wilkins, William W.",2,1,0,1,44,0,0,0,0,3,1,pregnancy,3,1,4,2002
Landoll v. Bd. of Supervisors of Pittsylvania County,"Luttig, J. Michael",1,1,1,1,37,NA,0,0,0,2,1,employment,NA,1,4,2002
Holdcraft v. County of Fairfax,"Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,0,employment,3,1,4,2002
"Sloan v. Winn-Dixie Raleigh, Inc.","Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2002
Golson v. Green Tree Fin. Servicing Corp.,"Michael, M. Blane",1,1,1,0,NA,0,0,0,0,1,1,pregnancy,8,1,4,2002
Kyprianides v. Pasquotank Pub. Library,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,0,employment,2,1,4,2001
"Wagner v. Dillard Dep't Stores, Inc.","Williams, Karen J.",2,1,1,1,41,0,1,0,0,4,1,employment,3,1,4,2001
Van Slyke v. Northrop Grumman Corp.,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,2001
Dea v. Wash. Suburban Sanitary Comm'n,"Widener, Hiram Emory, Jr.",1,1,1,1,49,0,0,0,0,2,0,employment,7,1,4,2001
Cleary v. Nationwide Mut. Ins. Co.,"Wilkins, William W.",2,1,0,1,44,0,0,0,0,3,1,employment,3,1,4,2001
Cleaver-Bascombe v. Daley,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2001
"Becker v. Gannett Satellite Info. Network, Inc.","Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,1,employment,7,1,4,2001
"Austen v. HCA Health Servs. of Va., Inc.","Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,0,employment,7,1,4,2001
Leake v. Ryan's Family Steakhouse,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,0,employment,3,1,4,2001
"Ali v. Alamo Rent-A-Car, Inc.","Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2001
"Morris v. Waste Mgmt. of Va., Inc.","Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,1,employment,3,1,4,2001
Velten v. Brown,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,1998
Mayo v. Kiwest Corp.,"Ervin, Samuel J., III",2,1,0,0,54,0,0,0,0,4,0,employment,7,1,4,1996
"Purdham v. Strategic Techs., Inc.","Wilkins, William W.",2,1,0,1,44,0,0,0,0,3,1,pregnancy,3,1,4,2002
Landoll v. Bd. of Supervisors of Pittsylvania County,"Luttig, J. Michael",1,1,0,1,37,NA,0,0,0,2,1,equal protection,NA,1,4,2002
"Wagner v. Dillard Dep't Stores, Inc.","Williams, Karen J.",2,1,1,1,41,0,1,0,0,4,1,pregnancy,3,1,4,2001
Blunt v. McKinstry,"Posner, Richard A.",0,0,0,1,42,0,0,0,0,2,1,employment,5,1,7,2002
Hall v. City of Chi.,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,employment,5,1,7,2002
Beniushis v. Barnhart,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,employment,5,1,7,2002
Marinich v. Peoples Gas Light & Coke Co.,"Bauer, William J.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,2002
Verwey v. Illinois College of Optometry,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,employment,4,1,7,2002
Mungai v. Ill. Dep't of Human Servs.,"Bauer, William J.",2,1,0,1,49,1,0,0,0,2,0,employment,4,1,7,2002
Powell v. Rumsfeld,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,2002
Campana v. City of Greenfield,"Cudahy, Richard D.",4,1,0,0,53,1,0,0,0,7,1,employment,4,1,7,2002
"Teymer v. Kraft Foods N. Am., Inc.","Cudahy, Richard D.",4,1,0,0,53,1,0,0,0,7,1,employment,4,1,7,2002
McKenzie v. Ill. DOT,"Rovner, Ilana",0,0,0,1,54,0,1,0,0,1,1,employment,5,1,7,2002
Francisco v. Principi,"Posner, Richard A.",0,0,0,1,42,0,0,0,0,2,1,employment,5,1,7,2002
Villarruel v. Gary Cmty. Sch. Corp.,"Bauer, William J.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,2002
Ahuja v. Danzig,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,0,employment,4,1,7,2001
"Liner v. Dontron, Inc.","Posner, Richard A.",0,0,0,1,42,0,0,0,0,2,1,employment,5,1,7,2001
Benjamin v. Katten Muchin & Zavis,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,2001
Pennington v. Polygram Group Distribution,"Posner, Richard A.",0,0,0,1,42,0,0,0,0,2,1,employment,5,1,7,2001
Dority v. City of Chicago,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,equal protection,4,1,7,2002
Weaver v. United States Postal Serv.,"McMillian, Theodore",2,1,0,0,59,1,0,1,0,2,1,employment,4,2,8,2002
Page v. Ark. Dep't of Corr.,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,employment,21,1,8,2002
Clark v. Francis Howell Sch. Dist.,"McMillian, Theodore",2,1,0,0,59,1,0,1,0,2,0,employment,4,2,8,2002
Gillis v. Crittenton,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,0,employment,2,1,8,2002
Nichols v. Plum Creek Motors Inc.,"Wollman, Roger L.",0,0,1,1,51,0,0,0,0,3,1,employment,21,1,8,2002
Dains v. Curators of the Univ. of Mo.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2002
Carter v. St. Louis Bd. of Educ.,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,0,employment,21,1,8,2001
Gardner v. Principi,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Roddy v. Monsanto Co.,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2001
Roach v. Vallen Safety Supply,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,2001
"Kaye v. Lucent Techs., Inc.","Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,1,employment,2,1,8,2001
Burds v. Union Pac. Corp.,"Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,1,employment,2,1,8,2000
Ghassemlou v. Hennepin County,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Amine v. St. Louis Univ.,"McMillian, Theodore",2,1,0,0,59,1,0,1,0,2,1,employment,4,2,8,1999
Tribulak v. Minirth-Meier-Rice Clinic,"McMillian, Theodore",2,1,0,0,59,1,0,1,0,2,0,employment,4,2,8,1997
Clark v. Eagle Food Ctrs.,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,1997
Waters v. Metro. State Univ.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,equal protection,8,1,8,2002
Campbell v. Williams,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,equal protection,2,1,8,2001
Lansdale v. Hi-Health Supermart Corp.,Walter K. Stapleton,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2002
"Correa v. Hawaiian Airlines, Inc.","Schroeder, Mary Murphy",2,1,0,0,39,NA,1,0,0,2,1,employment,NA,1,9,2002
O'Gara v. Cal. College of Podiatric Med.,"Nelson, Dorothy Wright",1,1,0,0,51,0,1,0,0,2,1,employment,16,1,9,2002
Flores v. CNG Fin. Corp.,"Fisher, Raymond",1,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2002
Bauer v. Bd. of Supervisors,"Hawkins, Michael Daly",0,0,0,0,NA,0,0,0,0,2,1,employment,24,1,9,2002
"Margolis v. Tektronix, Inc.","Goodwin, Alfred T.",2,1,1,1,48,0,0,0,0,5,1,employment,7,1,9,2002
Madigan v. Babbitt,"Lay, Donald",5,1,0,0,40,0,0,0,0,5,0,employment,8,1,9,2002
Johnson v. ITT Indus.,"Kleinfeld, Andrew J.",1,1,0,1,46,0,0,0,0,3,1,employment,5,1,9,2002
Woods v. Champion Chevrolet,"Hug, Procter R.",2,1,1,0,46,1,0,0,0,3,1,employment,4,1,9,2002
Everett-Dicko v. Ogden Entm't Servs.,"Thompson, David R.",NA,NA,1,1,55,0,0,0,0,NA,1,employment,7,1,9,2002
St. Andre v. Henderson,"Thompson, David R.",NA,NA,0,1,55,0,0,0,0,NA,0,employment,7,1,9,2002
Kowalow v. Corr. Servs. Corp.,"Alarcon, Arthur L.",1,1,0,0,54,1,0,0,1,3,1,employment,4,3,9,2002
"EEOC v. Micron Tech., Inc.","Alarcon, Arthur L.",1,1,0,0,54,1,0,0,1,3,1,employment,4,3,9,2002
Wood v. Wick Communs. Co.,"Reinhardt, Stephen R.",1,1,1,0,49,0,0,0,0,3,1,employment,5,1,9,2002
Holmes v. Runyon,"Goodwin, Alfred T.",2,1,0,1,48,0,0,0,0,5,1,employment,7,1,9,2002
Summers v. Nev. ex rel. Dep't of Prisons,"Canby, William C.",1,1,0,0,49,NA,0,0,0,3,1,employment,NA,1,9,2001
Schneider v. San Diego County,Browning,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2001
Grimes v. W. Group Co.,"Goodwin, Alfred T.",2,1,0,1,48,0,0,0,0,5,1,employment,7,1,9,2001
Busby v. Kramer,"Ferguson, Warren J.",2,1,0,0,59,1,0,0,0,4,1,employment,4,1,9,2001
Leeny v. Clark County,"Goodwin, Alfred T.",2,1,1,1,48,0,0,0,0,5,1,employment,7,1,9,2001
Flores v. Morgan Hill Unified Sch. Dist.,"Sneed, Joseph T.",2,1,1,1,53,0,0,0,0,3,3,sex harassment,2,1,9,2001
Alexander v. Principi,"Wardlaw, Kim",0,0,1,0,NA,NA,1,NA,NA,0,1,employment,NA,NA,9,2001
Nichols v. Azteca Rest. Enters.,"Reinhardt, Stephen R.",1,1,1,0,49,0,0,0,0,3,1,employment,5,1,9,2001
Decker v. Barram,"Hug, Procter R.",2,1,0,0,46,1,0,0,0,3,1,employment,4,1,9,2001
Best v. Cal. Dep't of Corr.,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,9,2001
Morgan v. Tenet,"Kozinski, Alex",0,0,0,1,35,0,0,0,0,3,1,employment,5,1,9,2001
Martin v. Fireman's Fund Ins. Co.,"Noonan, John T.",2,1,0,1,59,1,0,0,0,3,1,employment,4,1,9,2001
Burks v. Dep't of Ariz. Econ. Sec.,"Fletcher, Betty B.",2,1,0,0,56,0,0,0,0,4,1,employment,8,1,9,2001
Garland v. City of Seattle,"Fletcher, Betty B.",2,1,0,0,56,0,0,0,0,4,1,employment,8,1,9,2001
Ngo v. Reno Hilton Resort Corp.,Browning,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,1998
Borovac v. Washoe County,"Roney, Paul H.",1,1,0,1,49,0,0,0,0,3,0,employment,7,1,9,1996
Summers v. University of Nevada Las Vegas,"Wiggins, Charles E.",0,0,0,1,57,0,0,0,0,2,1,employment,8,1,9,1996
Mills v. Davis,"Bright, Myron",1,1,0,0,49,0,0,0,0,2,0,equal protection,5,1,9,2002
Little v. Franklin,"Goodwin, Alfred T.",2,1,0,1,48,0,0,0,0,5,0,equal protection,7,1,9,1996
EEOC v. Commun. Tech. Sys.,"Canby, William C.",1,1,1,0,49,NA,0,0,0,3,1,pregnancy,NA,1,9,2001
Barnett v. Nevada ex rel. Its Dep't of Prisons,"Thompson, David R.",NA,NA,0,1,55,0,0,0,0,NA,1,pregnancy,7,1,9,2001
O'Neal v. Thompson,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,2002
Smith v. Roche,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,0,employment,4,1,10,2002
Mitani v. Ihc Health Servs.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2002
Jackson v. United States Postal Serv.,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,2002
Conkle v. Potter,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,1,employment,4,1,10,2002
Worley v. Bd. of County Comm'rs,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,2002
Duran v. N.M. DOL,"Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,1,employment,4,1,10,2002
Lewis v. Okla. ex rel. Bd. of Regents,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2002
Walden v. Principi,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2002
Echols v. Today's Staffing,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,0,employment,7,1,10,2002
Zinke v. Slater,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2002
Robinson v. Vinke,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,0,employment,10,1,10,2002
Hill v. White,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,0,employment,4,1,10,2002
Rogers v. City-County Health Dep't,"Murphy, Michael",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,10,2002
Bateman v. UPS,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,10,2002
Dawson v. Abraham,"Tacha, Deanell R.",2,1,1,1,39,0,0,0,0,4,1,employment,10,1,10,2002
Duran v. N.M. Dep't of Labor,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,10,2002
"Powell v. Cobe Labs., Inc.","Lucero, Carlos",1,1,0,0,55,1,0,0,1,1,1,employment,4,3,10,2002
Myers v. Colgate-Palmolive Co.,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2002
Wickman v. Henderson,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2001
"Glover v. NMC Homecare, Inc.","Henry, Robert Harlan",0,0,0,0,NA,1,0,0,0,1,0,employment,4,1,10,2001
Pfahl v. Synthes (USA),"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2001
DeFlon v. Danka Corp.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2001
Gallegos v. Los Alamos County Fire Dep't,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,2000
Welder v. Univ. of Okla. Bd. of Regents ex rel. Oklahoma,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,2000
Moghadassi v. Okla. Dep't of Envtl. Quality,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,2000
Lundien v. United Airlines,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2000
Cash v. Boeing Co.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,0,employment,10,1,10,2000
Evans v. Dean Foods Co.,"Lucero, Carlos",1,1,0,0,55,1,0,0,1,1,1,employment,4,3,10,2000
"Gomez v. AlliedSignal, Inc.","Brorby, Wade",0,0,0,1,54,0,0,0,0,2,0,employment,7,1,10,2000
Elefant v. Metropolitan State College,"Tacha, Deanell R.",2,1,1,1,39,0,0,0,0,4,0,employment,10,1,10,2000
Apgar v. Wyoming,"Brorby, Wade",0,0,1,1,54,0,0,0,0,2,1,employment,7,1,10,2000
Mohankumar v. Kansas State Univ.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2000
Toth v. Gates Rubber Co.,"Kelly, Paul J., Jr.",3,1,1,1,52,1,0,0,0,5,1,employment,4,1,10,2000
Barr v. Runyon,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2000
"Schwinn v. Human Affairs Int'l, Inc.","Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2000
Biggs v. Logan County Bd. of County Comm'rs,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,0,employment,4,1,10,2000
Tutton v. ABC Supply Co.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,2000
Phillips v. Widnall,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,2000
Bradley v. Gear Prods.,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,2000
"Silva v. Goodwill Indus. of N.M., Inc.","Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,0,employment,3,1,10,2000
Barzellone v. City of Tulsa,"Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,2000
"Squire v. United Airlines, Inc.","Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,2000
"Powell v. COBE Lab., Inc.","Brorby, Wade",0,0,1,1,54,0,0,0,0,2,1,employment,7,1,10,2000
"Sturdivan v. Tri-State Feeders, Inc.","Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,2000
Robben v. Runyon,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2000
Paumer v. Crown Cork & Seal Co.,"Ebel, David M.",2,1,0,1,48,0,0,0,0,4,1,employment,7,1,10,2000
"Adams v. American Airlines, Inc.","Ebel, David M.",2,1,1,1,48,0,0,0,0,4,1,employment,7,1,10,2000
Marion v. Slaughter Co.,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,1,employment,NA,1,10,1999
Jessen v. Babbitt,"Ebel, David M.",2,1,1,1,48,0,0,0,0,4,1,employment,7,1,10,1999
"Caskey v. Commonwealth Broad., Inc.","Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1999
Mann v. Hutchinson Pub. Sch.,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,1,employment,NA,1,10,1999
Richardson-Longmire v. Kansas,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,1999
Hill v. Runyon,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,0,employment,7,1,10,1999
"Gearhart v. Sears, Roebuck & Co.","Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,1999
Corbin v. Runyon,"Porfilio, John",1,1,1,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1999
Miller v. Regents of the Univ. of Colo.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1999
Pascouau v. Martin Marietta Corp.,"Brorby, Wade",0,0,1,1,54,0,0,0,0,2,1,employment,7,1,10,1999
Buwana v. Regents of the Univ. of Colorado,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,0,employment,NA,1,10,1999
Welsh v. City of Shawnee,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,1,employment,NA,1,10,1999
Yurmann v. West,"Porfilio, John",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1999
Holmes v. Regents of the Univ. of Colo.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1999
Trujillo v. New Mexico Dep't of Corrections,"Brorby, Wade",0,0,1,1,54,0,0,0,0,2,0,employment,7,1,10,1999
Trujillo-Cummings v. Public Serv. Co.,"Porfilio, John",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1999
Archuleta v. 12th Judicial Dist.,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,0,employment,3,1,10,1999
Raleigh v. Snowbird Corp.,"Briscoe, Mary",0,0,1,0,48,0,1,0,0,0,1,employment,99,1,10,1999
"Johnson v. E.A. Miller, Inc.","Porfilio, John",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1999
Gagliano v. Storage Tech. Corp.,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,1999
"Thomas v. Board of Educ., Unified Sch. Dist. No. 501","Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1998
Bowman v. Anderson,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,0,employment,NA,1,10,1998
Houck v. City of Prairie Village,"Porfilio, John",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1998
Richmond v. Oklahoma Univ. Bd. of Regents,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,1998
Thomson v. Schlumberger Well Servs.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1998
Jones v. Oklahoma Empl. Sec. Comm'n,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1998
Schroder v. Runyon,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,1998
Kaufman v. BDM Techs.,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,1998
Mobley v. Dillon Cos.,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,1998
Young v. Cobe Lab.,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,1998
Birge v. Apfel,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,employment,10,1,10,1998
Hudspeth v. Denver Water Dep't,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,0,employment,7,1,10,1998
Martinez v. Northern Rio Arriba Elec. Coop.,"Porfilio, John",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,10,1998
Myers v. LeFlore County Bd. of Comm'rs,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,1998
McCoin v. Secretary of Veterans Affairs,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,0,employment,7,1,10,1997
Griffin v. Dillon Family & Youth Servs.,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,employment,4,1,10,1997
Brasko v. City of Caney,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,10,1997
Redding v. AT&T Corp.,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,1,pregnancy,NA,1,10,1997
Torre v. Federated Mut. Ins. Co.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1997
Corey v. United States,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1997
Paulsboe v. Farnam Cos.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1997
"Frank v. Garden Med. Clinic, P.A.","Briscoe, Mary",0,0,0,0,48,0,1,0,0,0,1,employment,99,1,10,1997
Steere v. Sanderson,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,employment,7,1,10,1997
Sharon v. Yellow Freight Sys.,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,1,employment,1,1,10,1997
Kerr v. Valdez,"O'Brien, Terrence",1,1,0,1,NA,NA,0,NA,NA,2,1,equal protection,NA,NA,10,2002
United States v. Vasquez-Soto,"Murphy, Michael",1,1,0,0,48,1,0,0,0,2,0,equal protection,4,1,10,2000
Dexter v. Prudential Ins. Co. of Am.,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,1,equal protection,7,1,10,2000
Watkins v. Colorado Dep't of Corr.,"Brorby, Wade",0,0,1,1,54,0,0,0,0,2,1,equal protection,7,1,10,1999
United States v. Murphy,"Brorby, Wade",0,0,0,1,54,0,0,0,0,2,0,equal protection,7,1,10,1999
Gagliano v. Storage Tech. Corp.,"Seymour, Stephanie Kulp",3,1,0,0,39,0,1,0,0,4,0,equal protection,1,1,10,1999
Franklin v. Department of Veterans Affairs,"Lucero, Carlos",1,1,0,0,55,1,0,0,1,1,1,equal protection,4,3,10,1999
Marsh v. Newton,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,0,equal protection,NA,1,10,1998
Brasko v. City of Caney,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,equal protection,3,1,10,1997
Maine v. Oklahoma Dep't of Corrections,"Tacha, Deanell R.",2,1,0,1,39,0,0,0,0,4,1,equal protection,10,1,10,1997
Aleman v. Sharp,"Kelly, Paul J., Jr.",3,1,0,1,52,1,0,0,0,5,1,pregnancy,4,1,10,1998
Redding v. AT&T Corp.,"Anderson, Stephen H.",1,1,0,1,53,NA,0,0,0,1,1,pregnancy,NA,1,10,1997
Dunaway v. Int'l Bhd. of Teamsters,"Rogers, Judith Ann Wilson",2,1,1,0,NA,0,1,1,0,3,1,employment,2,2,DC,2002
Peyton v. DiMario,"Edwards, Harry T.",1,1,1,0,40,0,0,1,0,2,1,employment,8,2,DC,2002
Stella v. Mineta,"Edwards, Harry T.",1,1,1,0,40,0,0,1,0,2,1,employment,8,2,DC,2002
Makins v. District of Columbia,"Edwards, Harry T.",1,1,1,0,40,0,0,1,0,2,1,employment,8,2,DC,2002
"Davis v. Coastal Int'l Sec., Inc.","Randolph, A. Raymond",1,1,0,1,47,1,0,0,0,2,0,employment,4,1,DC,2002
Stewart v. Evans,"Rogers, Judith Ann Wilson",2,1,1,0,NA,0,1,1,0,3,1,employment,2,2,DC,2002
Thomas v. NFL Players Ass'n,"Henderson, Karen LeCraft",0,0,1,1,46,1,1,0,0,0,1,employment,4,1,DC,2001
"LaPrade v. Kidder, Peabody & Co.","Sentelle, David B.",2,1,0,1,44,0,0,0,0,3,1,employment,3,1,DC,2001
Evono v. Reno,"Sentelle, David B.",2,1,1,1,44,0,0,0,0,3,0,employment,3,1,DC,2000
Bailey v. Fannie Mae,"Tatel, David Stephen",3,1,1,0,NA,0,0,0,0,4,0,employment,5,1,DC,2000
